"";"serie";"fecha";"valor";"año";"trimestre";"mes";"dato";"con_dato";"fecha_union"
"3043";"Precio del cobre";"2024-09-13";4,0664;2024;NA;9;"precio_cobre";NA;2025-07-05
"3044";"Precio del cobre";"2024-09-14";4,0664;2024;NA;9;"precio_cobre";NA;2025-07-05
"3045";"Precio del cobre";"2024-09-15";4,0664;2024;NA;9;"precio_cobre";NA;2025-07-05
"3046";"Precio del cobre";"2024-09-16";4,1258;2024;NA;9;"precio_cobre";NA;2025-07-05
"3047";"Precio del cobre";"2024-09-17";4,1682;2024;NA;9;"precio_cobre";NA;2025-07-05
"3048";"Precio del cobre";"2024-09-18";4,1682;2024;NA;9;"precio_cobre";NA;2025-07-05
"3049";"Precio del cobre";"2024-09-19";4,1682;2024;NA;9;"precio_cobre";NA;2025-07-05
"3050";"Precio del cobre";"2024-09-20";4,1682;2024;NA;9;"precio_cobre";NA;2025-07-05
"3051";"Precio del cobre";"2024-09-21";4,1682;2024;NA;9;"precio_cobre";NA;2025-07-05
"3052";"Precio del cobre";"2024-09-22";4,1682;2024;NA;9;"precio_cobre";NA;2025-07-05
"3053";"Precio del cobre";"2024-09-23";4,2025;2024;NA;9;"precio_cobre";NA;2025-07-05
"3054";"Precio del cobre";"2024-09-24";4,2395;2024;NA;9;"precio_cobre";NA;2025-07-05
"3055";"Precio del cobre";"2024-09-25";4,2697;2024;NA;9;"precio_cobre";NA;2025-07-05
"3056";"Precio del cobre";"2024-09-26";4,3842;2024;NA;9;"precio_cobre";NA;2025-07-05
"3057";"Precio del cobre";"2024-09-27";4,3897;2024;NA;9;"precio_cobre";NA;2025-07-05
"3058";"Precio del cobre";"2024-09-28";4,3897;2024;NA;9;"precio_cobre";NA;2025-07-05
"3059";"Precio del cobre";"2024-09-29";4,3897;2024;NA;9;"precio_cobre";NA;2025-07-05
"3060";"Precio del cobre";"2024-09-30";4,5109;2024;NA;9;"precio_cobre";NA;2025-07-05
"3061";"Precio del cobre";"2024-10-01";4,4664;2024;NA;10;"precio_cobre";NA;2025-07-05
"3062";"Precio del cobre";"2024-10-02";4,3963;2024;NA;10;"precio_cobre";NA;2025-07-05
"3063";"Precio del cobre";"2024-10-03";4,4635;2024;NA;10;"precio_cobre";NA;2025-07-05
"3064";"Precio del cobre";"2024-10-04";4,5103;2024;NA;10;"precio_cobre";NA;2025-07-05
"3065";"Precio del cobre";"2024-10-05";4,5103;2024;NA;10;"precio_cobre";NA;2025-07-05
"3066";"Precio del cobre";"2024-10-06";4,5103;2024;NA;10;"precio_cobre";NA;2025-07-05
"3067";"Precio del cobre";"2024-10-07";4,408;2024;NA;10;"precio_cobre";NA;2025-07-05
"3068";"Precio del cobre";"2024-10-08";4,4436;2024;NA;10;"precio_cobre";NA;2025-07-05
"3069";"Precio del cobre";"2024-10-09";4,4351;2024;NA;10;"precio_cobre";NA;2025-07-05
"3070";"Precio del cobre";"2024-10-10";4,3521;2024;NA;10;"precio_cobre";NA;2025-07-05
"3071";"Precio del cobre";"2024-10-11";4,3227;2024;NA;10;"precio_cobre";NA;2025-07-05
"3072";"Precio del cobre";"2024-10-12";4,3227;2024;NA;10;"precio_cobre";NA;2025-07-05
"3073";"Precio del cobre";"2024-10-13";4,3227;2024;NA;10;"precio_cobre";NA;2025-07-05
"3074";"Precio del cobre";"2024-10-14";4,3468;2024;NA;10;"precio_cobre";NA;2025-07-05
"3075";"Precio del cobre";"2024-10-15";4,3774;2024;NA;10;"precio_cobre";NA;2025-07-05
"3076";"Precio del cobre";"2024-10-16";4,3212;2024;NA;10;"precio_cobre";NA;2025-07-05
"3077";"Precio del cobre";"2024-10-17";4,2578;2024;NA;10;"precio_cobre";NA;2025-07-05
"3078";"Precio del cobre";"2024-10-18";4,2723;2024;NA;10;"precio_cobre";NA;2025-07-05
"3079";"Precio del cobre";"2024-10-19";4,2723;2024;NA;10;"precio_cobre";NA;2025-07-05
"3080";"Precio del cobre";"2024-10-20";4,2723;2024;NA;10;"precio_cobre";NA;2025-07-05
"3081";"Precio del cobre";"2024-10-21";4,257;2024;NA;10;"precio_cobre";NA;2025-07-05
"3082";"Precio del cobre";"2024-10-22";4,3105;2024;NA;10;"precio_cobre";NA;2025-07-05
"3083";"Precio del cobre";"2024-10-23";4,2732;2024;NA;10;"precio_cobre";NA;2025-07-05
"3084";"Precio del cobre";"2024-10-24";4,281;2024;NA;10;"precio_cobre";NA;2025-07-05
"3085";"Precio del cobre";"2024-10-25";4,2532;2024;NA;10;"precio_cobre";NA;2025-07-05
"3086";"Precio del cobre";"2024-10-26";4,2532;2024;NA;10;"precio_cobre";NA;2025-07-05
"3087";"Precio del cobre";"2024-10-27";4,2532;2024;NA;10;"precio_cobre";NA;2025-07-05
"3088";"Precio del cobre";"2024-10-28";4,249;2024;NA;10;"precio_cobre";NA;2025-07-05
"3089";"Precio del cobre";"2024-10-29";4,2953;2024;NA;10;"precio_cobre";NA;2025-07-05
"3090";"Precio del cobre";"2024-10-30";4,2624;2024;NA;10;"precio_cobre";NA;2025-07-05
"3091";"Precio del cobre";"2024-10-31";4,2624;2024;NA;10;"precio_cobre";NA;2025-07-05
"3092";"Precio del cobre";"2024-11-01";4,2624;2024;NA;11;"precio_cobre";NA;2025-07-05
"3093";"Precio del cobre";"2024-11-02";4,2624;2024;NA;11;"precio_cobre";NA;2025-07-05
"3094";"Precio del cobre";"2024-11-03";4,2624;2024;NA;11;"precio_cobre";NA;2025-07-05
"3095";"Precio del cobre";"2024-11-04";4,2584;2024;NA;11;"precio_cobre";NA;2025-07-05
"3096";"Precio del cobre";"2024-11-05";4,2841;2024;NA;11;"precio_cobre";NA;2025-07-05
"3097";"Precio del cobre";"2024-11-06";4,3402;2024;NA;11;"precio_cobre";NA;2025-07-05
"3098";"Precio del cobre";"2024-11-07";4,3536;2024;NA;11;"precio_cobre";NA;2025-07-05
"3099";"Precio del cobre";"2024-11-08";4,1729;2024;NA;11;"precio_cobre";NA;2025-07-05
"3100";"Precio del cobre";"2024-11-09";4,1729;2024;NA;11;"precio_cobre";NA;2025-07-05
"3101";"Precio del cobre";"2024-11-10";4,1729;2024;NA;11;"precio_cobre";NA;2025-07-05
"3102";"Precio del cobre";"2024-11-11";4,3215;2024;NA;11;"precio_cobre";NA;2025-07-05
"3103";"Precio del cobre";"2024-11-12";4,2195;2024;NA;11;"precio_cobre";NA;2025-07-05
"3104";"Precio del cobre";"2024-11-13";4,1674;2024;NA;11;"precio_cobre";NA;2025-07-05
"3105";"Precio del cobre";"2024-11-14";4,0834;2024;NA;11;"precio_cobre";NA;2025-07-05
"3106";"Precio del cobre";"2024-11-15";4,0409;2024;NA;11;"precio_cobre";NA;2025-07-05
"3107";"Precio del cobre";"2024-11-16";4,0409;2024;NA;11;"precio_cobre";NA;2025-07-05
"3108";"Precio del cobre";"2024-11-17";4,0409;2024;NA;11;"precio_cobre";NA;2025-07-05
"3109";"Precio del cobre";"2024-11-18";4,0198;2024;NA;11;"precio_cobre";NA;2025-07-05
"3110";"Precio del cobre";"2024-11-19";4,0288;2024;NA;11;"precio_cobre";NA;2025-07-05
"3111";"Precio del cobre";"2024-11-20";4,0618;2024;NA;11;"precio_cobre";NA;2025-07-05
"3112";"Precio del cobre";"2024-11-21";4,0672;2024;NA;11;"precio_cobre";NA;2025-07-05
"3113";"Precio del cobre";"2024-11-22";4,0679;2024;NA;11;"precio_cobre";NA;2025-07-05
"3114";"Precio del cobre";"2024-11-23";4,0679;2024;NA;11;"precio_cobre";NA;2025-07-05
"3115";"Precio del cobre";"2024-11-24";4,0679;2024;NA;11;"precio_cobre";NA;2025-07-05
"3116";"Precio del cobre";"2024-11-25";4,0303;2024;NA;11;"precio_cobre";NA;2025-07-05
"3117";"Precio del cobre";"2024-11-26";4,0134;2024;NA;11;"precio_cobre";NA;2025-07-05
"3118";"Precio del cobre";"2024-11-27";4,0476;2024;NA;11;"precio_cobre";NA;2025-07-05
"3119";"Precio del cobre";"2024-11-28";4,0298;2024;NA;11;"precio_cobre";NA;2025-07-05
"3120";"Precio del cobre";"2024-11-29";4,0378;2024;NA;11;"precio_cobre";NA;2025-07-05
"3121";"Precio del cobre";"2024-11-30";4,0378;2024;NA;11;"precio_cobre";NA;2025-07-05
"3122";"Precio del cobre";"2024-12-01";4,0378;2024;NA;12;"precio_cobre";NA;2025-07-05
"3123";"Precio del cobre";"2024-12-02";4,0299;2024;NA;12;"precio_cobre";NA;2025-07-05
"3124";"Precio del cobre";"2024-12-03";4,0333;2024;NA;12;"precio_cobre";NA;2025-07-05
"3125";"Precio del cobre";"2024-12-04";4,0253;2024;NA;12;"precio_cobre";NA;2025-07-05
"3126";"Precio del cobre";"2024-12-05";4,087;2024;NA;12;"precio_cobre";NA;2025-07-05
"3127";"Precio del cobre";"2024-12-06";4,0688;2024;NA;12;"precio_cobre";NA;2025-07-05
"3128";"Precio del cobre";"2024-12-07";4,0688;2024;NA;12;"precio_cobre";NA;2025-07-05
"3129";"Precio del cobre";"2024-12-08";4,0688;2024;NA;12;"precio_cobre";NA;2025-07-05
"3130";"Precio del cobre";"2024-12-09";4,0651;2024;NA;12;"precio_cobre";NA;2025-07-05
"3131";"Precio del cobre";"2024-12-10";4,0878;2024;NA;12;"precio_cobre";NA;2025-07-05
"3132";"Precio del cobre";"2024-12-11";4,1363;2024;NA;12;"precio_cobre";NA;2025-07-05
"3133";"Precio del cobre";"2024-12-12";4,1282;2024;NA;12;"precio_cobre";NA;2025-07-05
"3134";"Precio del cobre";"2024-12-13";4,116;2024;NA;12;"precio_cobre";NA;2025-07-05
"3135";"Precio del cobre";"2024-12-14";4,116;2024;NA;12;"precio_cobre";NA;2025-07-05
"3136";"Precio del cobre";"2024-12-15";4,116;2024;NA;12;"precio_cobre";NA;2025-07-05
"3137";"Precio del cobre";"2024-12-16";4,07;2024;NA;12;"precio_cobre";NA;2025-07-05
"3138";"Precio del cobre";"2024-12-17";4,0554;2024;NA;12;"precio_cobre";NA;2025-07-05
"3139";"Precio del cobre";"2024-12-18";4,0563;2024;NA;12;"precio_cobre";NA;2025-07-05
"3140";"Precio del cobre";"2024-12-19";4,0229;2024;NA;12;"precio_cobre";NA;2025-07-05
"3141";"Precio del cobre";"2024-12-20";4,0413;2024;NA;12;"precio_cobre";NA;2025-07-05
"3142";"Precio del cobre";"2024-12-21";4,0413;2024;NA;12;"precio_cobre";NA;2025-07-05
"3143";"Precio del cobre";"2024-12-22";4,0413;2024;NA;12;"precio_cobre";NA;2025-07-05
"3144";"Precio del cobre";"2024-12-23";3,9782;2024;NA;12;"precio_cobre";NA;2025-07-05
"3145";"Precio del cobre";"2024-12-24";4,0066;2024;NA;12;"precio_cobre";NA;2025-07-05
"3146";"Precio del cobre";"2024-12-25";4,0066;2024;NA;12;"precio_cobre";NA;2025-07-05
"3147";"Precio del cobre";"2024-12-26";3,9923;2024;NA;12;"precio_cobre";NA;2025-07-05
"3148";"Precio del cobre";"2024-12-27";4,0124;2024;NA;12;"precio_cobre";NA;2025-07-05
"3149";"Precio del cobre";"2024-12-28";4,0124;2024;NA;12;"precio_cobre";NA;2025-07-05
"3150";"Precio del cobre";"2024-12-29";4,0124;2024;NA;12;"precio_cobre";NA;2025-07-05
"3151";"Precio del cobre";"2024-12-30";4,0124;2024;NA;12;"precio_cobre";NA;2025-07-05
"3152";"Precio del cobre";"2025-1-1";4,02;2025;NA;1;"precio_cobre";FALSE;2025-07-05
"3153";"Precio del cobre";"2025-1-2";4,02;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3154";"Precio del cobre";"2025-1-3";3,92;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3155";"Precio del cobre";"2025-1-4";3,92;2025;NA;1;"precio_cobre";FALSE;2025-07-05
"3156";"Precio del cobre";"2025-1-5";3,92;2025;NA;1;"precio_cobre";FALSE;2025-07-05
"3157";"Precio del cobre";"2025-1-6";3,94;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3158";"Precio del cobre";"2025-1-7";3,98;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3159";"Precio del cobre";"2025-1-8";4,03;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3160";"Precio del cobre";"2025-1-9";4,03;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3161";"Precio del cobre";"2025-1-10";4,04;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3162";"Precio del cobre";"2025-1-11";4,04;2025;NA;1;"precio_cobre";FALSE;2025-07-05
"3163";"Precio del cobre";"2025-1-12";4,04;2025;NA;1;"precio_cobre";FALSE;2025-07-05
"3164";"Precio del cobre";"2025-1-13";4,07;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3165";"Precio del cobre";"2025-1-14";4,08;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3166";"Precio del cobre";"2025-1-15";4,07;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3167";"Precio del cobre";"2025-1-16";4,1;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3168";"Precio del cobre";"2025-1-17";4,11;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3169";"Precio del cobre";"2025-1-18";4,11;2025;NA;1;"precio_cobre";FALSE;2025-07-05
"3170";"Precio del cobre";"2025-1-19";4,11;2025;NA;1;"precio_cobre";FALSE;2025-07-05
"3171";"Precio del cobre";"2025-1-20";4,14;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3172";"Precio del cobre";"2025-1-21";4,12;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3173";"Precio del cobre";"2025-1-22";4,16;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3174";"Precio del cobre";"2025-1-23";4,16;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3175";"Precio del cobre";"2025-1-24";4,13;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3176";"Precio del cobre";"2025-1-25";4,13;2025;NA;1;"precio_cobre";FALSE;2025-07-05
"3177";"Precio del cobre";"2025-1-26";4,13;2025;NA;1;"precio_cobre";FALSE;2025-07-05
"3178";"Precio del cobre";"2025-1-27";4,14;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3179";"Precio del cobre";"2025-1-28";4,15;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3180";"Precio del cobre";"2025-1-29";4,07;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3181";"Precio del cobre";"2025-1-30";4,02;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3182";"Precio del cobre";"2025-1-31";4,06;2025;NA;1;"precio_cobre";TRUE;2025-07-05
"3183";"Precio del cobre";"2025-2-1";4,06;2025;NA;2;"precio_cobre";FALSE;2025-07-05
"3184";"Precio del cobre";"2025-2-2";4,06;2025;NA;2;"precio_cobre";FALSE;2025-07-05
"3185";"Precio del cobre";"2025-2-3";4,09;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3186";"Precio del cobre";"2025-2-4";4,05;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3187";"Precio del cobre";"2025-2-5";4,07;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3188";"Precio del cobre";"2025-2-6";4,09;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3189";"Precio del cobre";"2025-2-7";4,13;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3190";"Precio del cobre";"2025-2-8";4,13;2025;NA;2;"precio_cobre";FALSE;2025-07-05
"3191";"Precio del cobre";"2025-2-9";4,13;2025;NA;2;"precio_cobre";FALSE;2025-07-05
"3192";"Precio del cobre";"2025-2-10";4,15;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3193";"Precio del cobre";"2025-2-11";4,21;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3194";"Precio del cobre";"2025-2-12";4,23;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3195";"Precio del cobre";"2025-2-13";4,19;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3196";"Precio del cobre";"2025-2-14";4,24;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3197";"Precio del cobre";"2025-2-15";4,24;2025;NA;2;"precio_cobre";FALSE;2025-07-05
"3198";"Precio del cobre";"2025-2-16";4,24;2025;NA;2;"precio_cobre";FALSE;2025-07-05
"3199";"Precio del cobre";"2025-2-17";4,28;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3200";"Precio del cobre";"2025-2-18";4,3;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3201";"Precio del cobre";"2025-2-19";4,23;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3202";"Precio del cobre";"2025-2-20";4,26;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3203";"Precio del cobre";"2025-2-21";4,28;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3204";"Precio del cobre";"2025-2-22";4,28;2025;NA;2;"precio_cobre";FALSE;2025-07-05
"3205";"Precio del cobre";"2025-2-23";4,28;2025;NA;2;"precio_cobre";FALSE;2025-07-05
"3206";"Precio del cobre";"2025-2-24";4,32;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3207";"Precio del cobre";"2025-2-25";4,32;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3208";"Precio del cobre";"2025-2-26";4,3;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3209";"Precio del cobre";"2025-2-27";4,25;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3210";"Precio del cobre";"2025-2-28";4,29;2025;NA;2;"precio_cobre";TRUE;2025-07-05
"3211";"Precio del cobre";"2025-3-1";4,29;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3212";"Precio del cobre";"2025-3-2";4,29;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3213";"Precio del cobre";"2025-3-3";4,26;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3214";"Precio del cobre";"2025-3-4";4,24;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3215";"Precio del cobre";"2025-3-5";4,26;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3216";"Precio del cobre";"2025-3-6";4,23;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3217";"Precio del cobre";"2025-3-7";4,35;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3218";"Precio del cobre";"2025-3-8";4,35;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3219";"Precio del cobre";"2025-3-9";4,35;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3220";"Precio del cobre";"2025-3-10";4,42;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3221";"Precio del cobre";"2025-3-11";4,36;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3222";"Precio del cobre";"2025-3-12";4,31;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3223";"Precio del cobre";"2025-3-13";4,37;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3224";"Precio del cobre";"2025-3-14";4,42;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3225";"Precio del cobre";"2025-3-15";4,42;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3226";"Precio del cobre";"2025-3-16";4,42;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3227";"Precio del cobre";"2025-3-17";4,42;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3228";"Precio del cobre";"2025-3-18";4,41;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3229";"Precio del cobre";"2025-3-19";4,44;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3230";"Precio del cobre";"2025-3-20";4,47;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3231";"Precio del cobre";"2025-3-21";4,51;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3232";"Precio del cobre";"2025-3-22";4,51;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3233";"Precio del cobre";"2025-3-23";4,51;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3234";"Precio del cobre";"2025-3-24";4,48;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3235";"Precio del cobre";"2025-3-25";4,45;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3236";"Precio del cobre";"2025-3-26";4,5;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3237";"Precio del cobre";"2025-3-27";4,58;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3238";"Precio del cobre";"2025-3-28";4,48;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3239";"Precio del cobre";"2025-3-29";4,48;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3240";"Precio del cobre";"2025-3-30";4,48;2025;NA;3;"precio_cobre";FALSE;2025-07-05
"3241";"Precio del cobre";"2025-3-31";4,45;2025;NA;3;"precio_cobre";TRUE;2025-07-05
"3242";"Precio del cobre";"2025-4-1";4,42;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3243";"Precio del cobre";"2025-4-2";4,38;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3244";"Precio del cobre";"2025-4-3";4,38;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3245";"Precio del cobre";"2025-4-4";4,38;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3246";"Precio del cobre";"2025-4-5";4,38;2025;NA;4;"precio_cobre";FALSE;2025-07-05
"3247";"Precio del cobre";"2025-4-6";4,38;2025;NA;4;"precio_cobre";FALSE;2025-07-05
"3248";"Precio del cobre";"2025-4-7";4,23;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3249";"Precio del cobre";"2025-4-8";3,95;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3250";"Precio del cobre";"2025-4-9";3,94;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3251";"Precio del cobre";"2025-4-10";3,91;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3252";"Precio del cobre";"2025-4-11";3,89;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3253";"Precio del cobre";"2025-4-12";3,89;2025;NA;4;"precio_cobre";FALSE;2025-07-05
"3254";"Precio del cobre";"2025-4-13";3,89;2025;NA;4;"precio_cobre";FALSE;2025-07-05
"3255";"Precio del cobre";"2025-4-14";4,08;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3256";"Precio del cobre";"2025-4-15";4,17;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3257";"Precio del cobre";"2025-4-16";4,15;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3258";"Precio del cobre";"2025-4-17";4,14;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3259";"Precio del cobre";"2025-4-18";4,14;2025;NA;4;"precio_cobre";FALSE;2025-07-05
"3260";"Precio del cobre";"2025-4-19";4,14;2025;NA;4;"precio_cobre";FALSE;2025-07-05
"3261";"Precio del cobre";"2025-4-20";4,14;2025;NA;4;"precio_cobre";FALSE;2025-07-05
"3262";"Precio del cobre";"2025-4-21";4,16;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3263";"Precio del cobre";"2025-4-22";4,16;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3264";"Precio del cobre";"2025-4-23";4,16;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3265";"Precio del cobre";"2025-4-24";4,24;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3266";"Precio del cobre";"2025-4-25";4,25;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3267";"Precio del cobre";"2025-4-26";4,25;2025;NA;4;"precio_cobre";FALSE;2025-07-05
"3268";"Precio del cobre";"2025-4-27";4,25;2025;NA;4;"precio_cobre";FALSE;2025-07-05
"3269";"Precio del cobre";"2025-4-28";4,26;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3270";"Precio del cobre";"2025-4-29";4,25;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3271";"Precio del cobre";"2025-4-30";4,27;2025;NA;4;"precio_cobre";TRUE;2025-07-05
"3272";"Precio del cobre";"2025-5-1";4,27;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3273";"Precio del cobre";"2025-5-2";4,28;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3274";"Precio del cobre";"2025-5-3";4,28;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3275";"Precio del cobre";"2025-5-4";4,28;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3276";"Precio del cobre";"2025-5-5";4,19;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3277";"Precio del cobre";"2025-5-6";4,26;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3278";"Precio del cobre";"2025-5-7";4,26;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3279";"Precio del cobre";"2025-5-8";4,34;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3280";"Precio del cobre";"2025-5-9";4,28;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3281";"Precio del cobre";"2025-5-10";4,28;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3282";"Precio del cobre";"2025-5-11";4,28;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3283";"Precio del cobre";"2025-5-12";4,3;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3284";"Precio del cobre";"2025-5-13";4,31;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3285";"Precio del cobre";"2025-5-14";4,33;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3286";"Precio del cobre";"2025-5-15";4,36;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3287";"Precio del cobre";"2025-5-16";4,36;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3288";"Precio del cobre";"2025-5-17";4,36;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3289";"Precio del cobre";"2025-5-18";4,36;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3290";"Precio del cobre";"2025-5-19";4,36;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3291";"Precio del cobre";"2025-5-20";4,3;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3292";"Precio del cobre";"2025-5-21";4,3;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3293";"Precio del cobre";"2025-5-22";4,33;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3294";"Precio del cobre";"2025-5-23";4,33;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3295";"Precio del cobre";"2025-5-24";4,33;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3296";"Precio del cobre";"2025-5-25";4,33;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3297";"Precio del cobre";"2025-5-26";4,32;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3298";"Precio del cobre";"2025-5-27";4,37;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3299";"Precio del cobre";"2025-5-28";4,37;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3300";"Precio del cobre";"2025-5-29";4,37;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3301";"Precio del cobre";"2025-5-30";4,36;2025;NA;5;"precio_cobre";TRUE;2025-07-05
"3302";"Precio del cobre";"2025-5-31";4,36;2025;NA;5;"precio_cobre";FALSE;2025-07-05
"3303";"Precio del cobre";"2025-6-1";4,36;2025;NA;6;"precio_cobre";FALSE;2025-07-05
"3304";"Precio del cobre";"2025-6-2";4,36;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3305";"Precio del cobre";"2025-6-3";4,33;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3306";"Precio del cobre";"2025-6-4";4,39;2025;NA;6;"precio_cobre";TRUE;2025-07-05
"3307";"Precio del cobre";"2025-6-5";4,39;2025;NA;6;"precio_cobre";TRUE;2025-07-05
