"";"serie";"fecha";"valor";"año";"trimestre";"mes";"fecha_scraping"
"1";"Región de Arica y Parinacota";"2013-3-1";286;2013;1;3;2025-08-13
"2";"Región de Arica y Parinacota";"2013-6-1";318;2013;2;6;2025-08-13
"3";"Región de Arica y Parinacota";"2013-9-1";345;2013;3;9;2025-08-13
"4";"Región de Arica y Parinacota";"2013-12-1";333;2013;4;12;2025-08-13
"5";"Región de Arica y Parinacota";"2014-3-1";294;2014;1;3;2025-08-13
"6";"Región de Arica y Parinacota";"2014-6-1";341;2014;2;6;2025-08-13
"7";"Región de Arica y Parinacota";"2014-9-1";329;2014;3;9;2025-08-13
"8";"Región de Arica y Parinacota";"2014-12-1";343;2014;4;12;2025-08-13
"9";"Región de Arica y Parinacota";"2015-3-1";297;2015;1;3;2025-08-13
"10";"Región de Arica y Parinacota";"2015-6-1";330;2015;2;6;2025-08-13
"11";"Región de Arica y Parinacota";"2015-9-1";354;2015;3;9;2025-08-13
"12";"Región de Arica y Parinacota";"2015-12-1";357;2015;4;12;2025-08-13
"13";"Región de Arica y Parinacota";"2016-3-1";304;2016;1;3;2025-08-13
"14";"Región de Arica y Parinacota";"2016-6-1";329;2016;2;6;2025-08-13
"15";"Región de Arica y Parinacota";"2016-9-1";362;2016;3;9;2025-08-13
"16";"Región de Arica y Parinacota";"2016-12-1";360;2016;4;12;2025-08-13
"17";"Región de Arica y Parinacota";"2017-3-1";319;2017;1;3;2025-08-13
"18";"Región de Arica y Parinacota";"2017-6-1";354;2017;2;6;2025-08-13
"19";"Región de Arica y Parinacota";"2017-9-1";370;2017;3;9;2025-08-13
"20";"Región de Arica y Parinacota";"2017-12-1";367;2017;4;12;2025-08-13
"21";"Región de Arica y Parinacota";"2018-3-1";331;2018;1;3;2025-08-13
"22";"Región de Arica y Parinacota";"2018-6-1";348;2018;2;6;2025-08-13
"23";"Región de Arica y Parinacota";"2018-9-1";361;2018;3;9;2025-08-13
"24";"Región de Arica y Parinacota";"2018-12-1";393;2018;4;12;2025-08-13
"25";"Región de Arica y Parinacota";"2019-3-1";313;2019;1;3;2025-08-13
"26";"Región de Arica y Parinacota";"2019-6-1";358;2019;2;6;2025-08-13
"27";"Región de Arica y Parinacota";"2019-9-1";366;2019;3;9;2025-08-13
"28";"Región de Arica y Parinacota";"2019-12-1";382;2019;4;12;2025-08-13
"29";"Región de Arica y Parinacota";"2020-3-1";324;2020;1;3;2025-08-13
"30";"Región de Arica y Parinacota";"2020-6-1";307;2020;2;6;2025-08-13
"31";"Región de Arica y Parinacota";"2020-9-1";314;2020;3;9;2025-08-13
"32";"Región de Arica y Parinacota";"2020-12-1";386;2020;4;12;2025-08-13
"33";"Región de Arica y Parinacota";"2021-3-1";333;2021;1;3;2025-08-13
"34";"Región de Arica y Parinacota";"2021-6-1";387;2021;2;6;2025-08-13
"35";"Región de Arica y Parinacota";"2021-9-1";391;2021;3;9;2025-08-13
"36";"Región de Arica y Parinacota";"2021-12-1";443;2021;4;12;2025-08-13
"37";"Región de Arica y Parinacota";"2022-3-1";370;2022;1;3;2025-08-13
"38";"Región de Arica y Parinacota";"2022-6-1";425;2022;2;6;2025-08-13
"39";"Región de Arica y Parinacota";"2022-9-1";428;2022;3;9;2025-08-13
"40";"Región de Arica y Parinacota";"2022-12-1";442;2022;4;12;2025-08-13
"41";"Región de Arica y Parinacota";"2023-3-1";378;2023;1;3;2025-08-13
"42";"Región de Arica y Parinacota";"2023-6-1";412;2023;2;6;2025-08-13
"43";"Región de Arica y Parinacota";"2023-9-1";434;2023;3;9;2025-08-13
"44";"Región de Arica y Parinacota";"2023-12-1";472;2023;4;12;2025-08-13
"45";"Región de Arica y Parinacota";"2024-3-1";404;2024;1;3;2025-08-13
"46";"Región de Arica y Parinacota";"2024-6-1";409;2024;2;6;2025-08-13
"47";"Región de Arica y Parinacota";"2024-9-1";405;2024;3;9;2025-08-13
"48";"Región de Arica y Parinacota";"2024-12-1";461;2024;4;12;2025-08-13
"49";"Región de Arica y Parinacota";"2025-3-1";411;2025;1;3;2025-08-13
"50";"Región de Tarapacá";"2013-3-1";827;2013;1;3;2025-08-13
"51";"Región de Tarapacá";"2013-6-1";939;2013;2;6;2025-08-13
"52";"Región de Tarapacá";"2013-9-1";1055;2013;3;9;2025-08-13
"53";"Región de Tarapacá";"2013-12-1";1152;2013;4;12;2025-08-13
"54";"Región de Tarapacá";"2014-3-1";984;2014;1;3;2025-08-13
"55";"Región de Tarapacá";"2014-6-1";999;2014;2;6;2025-08-13
"56";"Región de Tarapacá";"2014-9-1";957;2014;3;9;2025-08-13
"57";"Región de Tarapacá";"2014-12-1";1091;2014;4;12;2025-08-13
"58";"Región de Tarapacá";"2015-3-1";972;2015;1;3;2025-08-13
"59";"Región de Tarapacá";"2015-6-1";1033;2015;2;6;2025-08-13
"60";"Región de Tarapacá";"2015-9-1";948;2015;3;9;2025-08-13
"61";"Región de Tarapacá";"2015-12-1";1074;2015;4;12;2025-08-13
"62";"Región de Tarapacá";"2016-3-1";943;2016;1;3;2025-08-13
"63";"Región de Tarapacá";"2016-6-1";1011;2016;2;6;2025-08-13
"64";"Región de Tarapacá";"2016-9-1";981;2016;3;9;2025-08-13
"65";"Región de Tarapacá";"2016-12-1";985;2016;4;12;2025-08-13
"66";"Región de Tarapacá";"2017-3-1";985;2017;1;3;2025-08-13
"67";"Región de Tarapacá";"2017-6-1";993;2017;2;6;2025-08-13
"68";"Región de Tarapacá";"2017-9-1";999;2017;3;9;2025-08-13
"69";"Región de Tarapacá";"2017-12-1";1099;2017;4;12;2025-08-13
"70";"Región de Tarapacá";"2018-3-1";1032;2018;1;3;2025-08-13
"71";"Región de Tarapacá";"2018-6-1";1081;2018;2;6;2025-08-13
"72";"Región de Tarapacá";"2018-9-1";1036;2018;3;9;2025-08-13
"73";"Región de Tarapacá";"2018-12-1";1206;2018;4;12;2025-08-13
"74";"Región de Tarapacá";"2019-3-1";106;2019;1;3;2025-08-13
"75";"Región de Tarapacá";"2019-6-1";1116;2019;2;6;2025-08-13
"76";"Región de Tarapacá";"2019-9-1";119;2019;3;9;2025-08-13
"77";"Región de Tarapacá";"2019-12-1";1206;2019;4;12;2025-08-13
"78";"Región de Tarapacá";"2020-3-1";1144;2020;1;3;2025-08-13
"79";"Región de Tarapacá";"2020-6-1";1039;2020;2;6;2025-08-13
"80";"Región de Tarapacá";"2020-9-1";1095;2020;3;9;2025-08-13
"81";"Región de Tarapacá";"2020-12-1";1113;2020;4;12;2025-08-13
"82";"Región de Tarapacá";"2021-3-1";1106;2021;1;3;2025-08-13
"83";"Región de Tarapacá";"2021-6-1";1208;2021;2;6;2025-08-13
"84";"Región de Tarapacá";"2021-9-1";1196;2021;3;9;2025-08-13
"85";"Región de Tarapacá";"2021-12-1";128;2021;4;12;2025-08-13
"86";"Región de Tarapacá";"2022-3-1";1194;2022;1;3;2025-08-13
"87";"Región de Tarapacá";"2022-6-1";123;2022;2;6;2025-08-13
"88";"Región de Tarapacá";"2022-9-1";121;2022;3;9;2025-08-13
"89";"Región de Tarapacá";"2022-12-1";1234;2022;4;12;2025-08-13
"90";"Región de Tarapacá";"2023-3-1";1191;2023;1;3;2025-08-13
"91";"Región de Tarapacá";"2023-6-1";1182;2023;2;6;2025-08-13
"92";"Región de Tarapacá";"2023-9-1";1296;2023;3;9;2025-08-13
"93";"Región de Tarapacá";"2023-12-1";1353;2023;4;12;2025-08-13
"94";"Región de Tarapacá";"2024-3-1";1304;2024;1;3;2025-08-13
"95";"Región de Tarapacá";"2024-6-1";1282;2024;2;6;2025-08-13
"96";"Región de Tarapacá";"2024-9-1";1325;2024;3;9;2025-08-13
"97";"Región de Tarapacá";"2024-12-1";1314;2024;4;12;2025-08-13
"98";"Región de Tarapacá";"2025-3-1";1103;2025;1;3;2025-08-13
"99";"Región de Antofagasta";"2013-3-1";3679;2013;1;3;2025-08-13
"100";"Región de Antofagasta";"2013-6-1";3865;2013;2;6;2025-08-13
"101";"Región de Antofagasta";"2013-9-1";375;2013;3;9;2025-08-13
"102";"Región de Antofagasta";"2013-12-1";4057;2013;4;12;2025-08-13
"103";"Región de Antofagasta";"2014-3-1";3769;2014;1;3;2025-08-13
"104";"Región de Antofagasta";"2014-6-1";4163;2014;2;6;2025-08-13
"105";"Región de Antofagasta";"2014-9-1";3854;2014;3;9;2025-08-13
"106";"Región de Antofagasta";"2014-12-1";4296;2014;4;12;2025-08-13
"107";"Región de Antofagasta";"2015-3-1";4052;2015;1;3;2025-08-13
"108";"Región de Antofagasta";"2015-6-1";4137;2015;2;6;2025-08-13
"109";"Región de Antofagasta";"2015-9-1";3848;2015;3;9;2025-08-13
"110";"Región de Antofagasta";"2015-12-1";4057;2015;4;12;2025-08-13
"111";"Región de Antofagasta";"2016-3-1";381;2016;1;3;2025-08-13
"112";"Región de Antofagasta";"2016-6-1";3897;2016;2;6;2025-08-13
"113";"Región de Antofagasta";"2016-9-1";3701;2016;3;9;2025-08-13
"114";"Región de Antofagasta";"2016-12-1";395;2016;4;12;2025-08-13
"115";"Región de Antofagasta";"2017-3-1";3223;2017;1;3;2025-08-13
"116";"Región de Antofagasta";"2017-6-1";3629;2017;2;6;2025-08-13
"117";"Región de Antofagasta";"2017-9-1";3849;2017;3;9;2025-08-13
"118";"Región de Antofagasta";"2017-12-1";4199;2017;4;12;2025-08-13
"119";"Región de Antofagasta";"2018-3-1";3896;2018;1;3;2025-08-13
"120";"Región de Antofagasta";"2018-6-1";395;2018;2;6;2025-08-13
"121";"Región de Antofagasta";"2018-9-1";3869;2018;3;9;2025-08-13
"122";"Región de Antofagasta";"2018-12-1";4272;2018;4;12;2025-08-13
"123";"Región de Antofagasta";"2019-3-1";3731;2019;1;3;2025-08-13
"124";"Región de Antofagasta";"2019-6-1";3891;2019;2;6;2025-08-13
"125";"Región de Antofagasta";"2019-9-1";4087;2019;3;9;2025-08-13
"126";"Región de Antofagasta";"2019-12-1";4274;2019;4;12;2025-08-13
"127";"Región de Antofagasta";"2020-3-1";3938;2020;1;3;2025-08-13
"128";"Región de Antofagasta";"2020-6-1";3776;2020;2;6;2025-08-13
"129";"Región de Antofagasta";"2020-9-1";3839;2020;3;9;2025-08-13
"130";"Región de Antofagasta";"2020-12-1";4144;2020;4;12;2025-08-13
"131";"Región de Antofagasta";"2021-3-1";3751;2021;1;3;2025-08-13
"132";"Región de Antofagasta";"2021-6-1";3788;2021;2;6;2025-08-13
"133";"Región de Antofagasta";"2021-9-1";3888;2021;3;9;2025-08-13
"134";"Región de Antofagasta";"2021-12-1";4133;2021;4;12;2025-08-13
"135";"Región de Antofagasta";"2022-3-1";3635;2022;1;3;2025-08-13
"136";"Región de Antofagasta";"2022-6-1";3825;2022;2;6;2025-08-13
"137";"Región de Antofagasta";"2022-9-1";3902;2022;3;9;2025-08-13
"138";"Región de Antofagasta";"2022-12-1";4201;2022;4;12;2025-08-13
"139";"Región de Antofagasta";"2023-3-1";3735;2023;1;3;2025-08-13
"140";"Región de Antofagasta";"2023-6-1";3848;2023;2;6;2025-08-13
"141";"Región de Antofagasta";"2023-9-1";4223;2023;3;9;2025-08-13
"142";"Región de Antofagasta";"2023-12-1";4282;2023;4;12;2025-08-13
"143";"Región de Antofagasta";"2024-3-1";4015;2024;1;3;2025-08-13
"144";"Región de Antofagasta";"2024-6-1";4086;2024;2;6;2025-08-13
"145";"Región de Antofagasta";"2024-9-1";4456;2024;3;9;2025-08-13
"146";"Región de Antofagasta";"2024-12-1";47;2024;4;12;2025-08-13
"147";"Región de Antofagasta";"2025-3-1";4151;2025;1;3;2025-08-13
"148";"Región de Atacama";"2013-3-1";889;2013;1;3;2025-08-13
"149";"Región de Atacama";"2013-6-1";859;2013;2;6;2025-08-13
"150";"Región de Atacama";"2013-9-1";882;2013;3;9;2025-08-13
"151";"Región de Atacama";"2013-12-1";994;2013;4;12;2025-08-13
"152";"Región de Atacama";"2014-3-1";941;2014;1;3;2025-08-13
"153";"Región de Atacama";"2014-6-1";885;2014;2;6;2025-08-13
"154";"Región de Atacama";"2014-9-1";931;2014;3;9;2025-08-13
"155";"Región de Atacama";"2014-12-1";993;2014;4;12;2025-08-13
"156";"Región de Atacama";"2015-3-1";930;2015;1;3;2025-08-13
"157";"Región de Atacama";"2015-6-1";874;2015;2;6;2025-08-13
"158";"Región de Atacama";"2015-9-1";874;2015;3;9;2025-08-13
"159";"Región de Atacama";"2015-12-1";978;2015;4;12;2025-08-13
"160";"Región de Atacama";"2016-3-1";983;2016;1;3;2025-08-13
"161";"Región de Atacama";"2016-6-1";914;2016;2;6;2025-08-13
"162";"Región de Atacama";"2016-9-1";919;2016;3;9;2025-08-13
"163";"Región de Atacama";"2016-12-1";990;2016;4;12;2025-08-13
"164";"Región de Atacama";"2017-3-1";960;2017;1;3;2025-08-13
"165";"Región de Atacama";"2017-6-1";904;2017;2;6;2025-08-13
"166";"Región de Atacama";"2017-9-1";947;2017;3;9;2025-08-13
"167";"Región de Atacama";"2017-12-1";959;2017;4;12;2025-08-13
"168";"Región de Atacama";"2018-3-1";923;2018;1;3;2025-08-13
"169";"Región de Atacama";"2018-6-1";906;2018;2;6;2025-08-13
"170";"Región de Atacama";"2018-9-1";897;2018;3;9;2025-08-13
"171";"Región de Atacama";"2018-12-1";961;2018;4;12;2025-08-13
"172";"Región de Atacama";"2019-3-1";858;2019;1;3;2025-08-13
"173";"Región de Atacama";"2019-6-1";854;2019;2;6;2025-08-13
"174";"Región de Atacama";"2019-9-1";903;2019;3;9;2025-08-13
"175";"Región de Atacama";"2019-12-1";913;2019;4;12;2025-08-13
"176";"Región de Atacama";"2020-3-1";904;2020;1;3;2025-08-13
"177";"Región de Atacama";"2020-6-1";861;2020;2;6;2025-08-13
"178";"Región de Atacama";"2020-9-1";860;2020;3;9;2025-08-13
"179";"Región de Atacama";"2020-12-1";914;2020;4;12;2025-08-13
"180";"Región de Atacama";"2021-3-1";946;2021;1;3;2025-08-13
"181";"Región de Atacama";"2021-6-1";970;2021;2;6;2025-08-13
"182";"Región de Atacama";"2021-9-1";966;2021;3;9;2025-08-13
"183";"Región de Atacama";"2021-12-1";1076;2021;4;12;2025-08-13
"184";"Región de Atacama";"2022-3-1";1007;2022;1;3;2025-08-13
"185";"Región de Atacama";"2022-6-1";983;2022;2;6;2025-08-13
"186";"Región de Atacama";"2022-9-1";936;2022;3;9;2025-08-13
"187";"Región de Atacama";"2022-12-1";1066;2022;4;12;2025-08-13
"188";"Región de Atacama";"2023-3-1";988;2023;1;3;2025-08-13
"189";"Región de Atacama";"2023-6-1";1004;2023;2;6;2025-08-13
"190";"Región de Atacama";"2023-9-1";991;2023;3;9;2025-08-13
"191";"Región de Atacama";"2023-12-1";1054;2023;4;12;2025-08-13
"192";"Región de Atacama";"2024-3-1";996;2024;1;3;2025-08-13
"193";"Región de Atacama";"2024-6-1";960;2024;2;6;2025-08-13
"194";"Región de Atacama";"2024-9-1";1039;2024;3;9;2025-08-13
"195";"Región de Atacama";"2024-12-1";1086;2024;4;12;2025-08-13
"196";"Región de Atacama";"2025-3-1";1072;2025;1;3;2025-08-13
"197";"Región de Coquimbo";"2013-3-1";1415;2013;1;3;2025-08-13
"198";"Región de Coquimbo";"2013-6-1";1403;2013;2;6;2025-08-13
"199";"Región de Coquimbo";"2013-9-1";1335;2013;3;9;2025-08-13
"200";"Región de Coquimbo";"2013-12-1";1424;2013;4;12;2025-08-13
"201";"Región de Coquimbo";"2014-3-1";1355;2014;1;3;2025-08-13
"202";"Región de Coquimbo";"2014-6-1";1347;2014;2;6;2025-08-13
"203";"Región de Coquimbo";"2014-9-1";1281;2014;3;9;2025-08-13
"204";"Región de Coquimbo";"2014-12-1";1379;2014;4;12;2025-08-13
"205";"Región de Coquimbo";"2015-3-1";1325;2015;1;3;2025-08-13
"206";"Región de Coquimbo";"2015-6-1";1376;2015;2;6;2025-08-13
"207";"Región de Coquimbo";"2015-9-1";1286;2015;3;9;2025-08-13
"208";"Región de Coquimbo";"2015-12-1";1382;2015;4;12;2025-08-13
"209";"Región de Coquimbo";"2016-3-1";1386;2016;1;3;2025-08-13
"210";"Región de Coquimbo";"2016-6-1";1361;2016;2;6;2025-08-13
"211";"Región de Coquimbo";"2016-9-1";1301;2016;3;9;2025-08-13
"212";"Región de Coquimbo";"2016-12-1";1387;2016;4;12;2025-08-13
"213";"Región de Coquimbo";"2017-3-1";1418;2017;1;3;2025-08-13
"214";"Región de Coquimbo";"2017-6-1";1375;2017;2;6;2025-08-13
"215";"Región de Coquimbo";"2017-9-1";1318;2017;3;9;2025-08-13
"216";"Región de Coquimbo";"2017-12-1";1442;2017;4;12;2025-08-13
"217";"Región de Coquimbo";"2018-3-1";1468;2018;1;3;2025-08-13
"218";"Región de Coquimbo";"2018-6-1";1465;2018;2;6;2025-08-13
"219";"Región de Coquimbo";"2018-9-1";1413;2018;3;9;2025-08-13
"220";"Región de Coquimbo";"2018-12-1";153;2018;4;12;2025-08-13
"221";"Región de Coquimbo";"2019-3-1";1481;2019;1;3;2025-08-13
"222";"Región de Coquimbo";"2019-6-1";1538;2019;2;6;2025-08-13
"223";"Región de Coquimbo";"2019-9-1";1471;2019;3;9;2025-08-13
"224";"Región de Coquimbo";"2019-12-1";1467;2019;4;12;2025-08-13
"225";"Región de Coquimbo";"2020-3-1";1514;2020;1;3;2025-08-13
"226";"Región de Coquimbo";"2020-6-1";1335;2020;2;6;2025-08-13
"227";"Región de Coquimbo";"2020-9-1";1326;2020;3;9;2025-08-13
"228";"Región de Coquimbo";"2020-12-1";1482;2020;4;12;2025-08-13
"229";"Región de Coquimbo";"2021-3-1";1492;2021;1;3;2025-08-13
"230";"Región de Coquimbo";"2021-6-1";155;2021;2;6;2025-08-13
"231";"Región de Coquimbo";"2021-9-1";1525;2021;3;9;2025-08-13
"232";"Región de Coquimbo";"2021-12-1";1602;2021;4;12;2025-08-13
"233";"Región de Coquimbo";"2022-3-1";1484;2022;1;3;2025-08-13
"234";"Región de Coquimbo";"2022-6-1";1514;2022;2;6;2025-08-13
"235";"Región de Coquimbo";"2022-9-1";1502;2022;3;9;2025-08-13
"236";"Región de Coquimbo";"2022-12-1";1625;2022;4;12;2025-08-13
"237";"Región de Coquimbo";"2023-3-1";1524;2023;1;3;2025-08-13
"238";"Región de Coquimbo";"2023-6-1";1579;2023;2;6;2025-08-13
"239";"Región de Coquimbo";"2023-9-1";1561;2023;3;9;2025-08-13
"240";"Región de Coquimbo";"2023-12-1";1647;2023;4;12;2025-08-13
"241";"Región de Coquimbo";"2024-3-1";1576;2024;1;3;2025-08-13
"242";"Región de Coquimbo";"2024-6-1";1592;2024;2;6;2025-08-13
"243";"Región de Coquimbo";"2024-9-1";1582;2024;3;9;2025-08-13
"244";"Región de Coquimbo";"2024-12-1";1646;2024;4;12;2025-08-13
"245";"Región de Coquimbo";"2025-3-1";161;2025;1;3;2025-08-13
"246";"Región de Valparaíso";"2013-3-1";3396;2013;1;3;2025-08-13
"247";"Región de Valparaíso";"2013-6-1";3438;2013;2;6;2025-08-13
"248";"Región de Valparaíso";"2013-9-1";3273;2013;3;9;2025-08-13
"249";"Región de Valparaíso";"2013-12-1";3522;2013;4;12;2025-08-13
"250";"Región de Valparaíso";"2014-3-1";3331;2014;1;3;2025-08-13
"251";"Región de Valparaíso";"2014-6-1";3379;2014;2;6;2025-08-13
"252";"Región de Valparaíso";"2014-9-1";3222;2014;3;9;2025-08-13
"253";"Región de Valparaíso";"2014-12-1";3368;2014;4;12;2025-08-13
"254";"Región de Valparaíso";"2015-3-1";3306;2015;1;3;2025-08-13
"255";"Región de Valparaíso";"2015-6-1";3342;2015;2;6;2025-08-13
"256";"Región de Valparaíso";"2015-9-1";3219;2015;3;9;2025-08-13
"257";"Región de Valparaíso";"2015-12-1";3436;2015;4;12;2025-08-13
"258";"Región de Valparaíso";"2016-3-1";3436;2016;1;3;2025-08-13
"259";"Región de Valparaíso";"2016-6-1";3399;2016;2;6;2025-08-13
"260";"Región de Valparaíso";"2016-9-1";3368;2016;3;9;2025-08-13
"261";"Región de Valparaíso";"2016-12-1";3505;2016;4;12;2025-08-13
"262";"Región de Valparaíso";"2017-3-1";3477;2017;1;3;2025-08-13
